StartDate;EndDate;Status;IPAddress;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;RecipientLastName;RecipientFirstName;RecipientEmail;ExternalReference;LocationLatitude;LocationLongitude;DistributionChannel;UserLanguage;Q6;Q7;Q8;Q9;Q10;Q11;Q12_First Click;Q12_Last Click;Q12_Page Submit;Q12_Click Count;Q15;Q17;Q19;Q20;Q22;Q23;Q24;Q25;Q26;Q32;Q33;Q34;Q35;Q36;Displayed_Block;cognitive_level
04.06.2020 13:50;04.06.2020 22:07;IP Address;5.172.238.57;100;29850;True;04.06.2020 22:07;R_2aVMDM30uCcZBtG;;;;;52,23939514;21,03619385;anonymous;PL;;;;;;;;;;;;That you should start as soon as you can.;No;Yes;Decreased;Somewhat disagreed;Provided somewhat similar;Neutral;Want a little bit to;Male;25 - 34;Bachelor's degree;0-2 years;Regular employee, specialist, or other operational roles;Decision-making-as-a-Play;Low
04.06.2020 22:27;04.06.2020 22:37;IP Address;37.47.94.151;100;610;True;04.06.2020 22:37;R_4H1nCBFZz8eH3Q5;;;;;50,04580688;19,98930359;anonymous;PL;;;;;;;;;;;;That your teammates will be devil’s advocates.;Yes;No;Increased;Did not disagree;Provided very similar;Positive;Want to;Female;35 - 44;Master's degree;7 or more years;Regular employee, specialist, or other operational roles;Decision-making-as-a-Play;Low
03.06.2020 09:25;05.06.2020 00:20;IP Address;31.175.97.93;100;140086;True;05.06.2020 00:20;R_20TjKlT4APaLFe0;;;;;49,99119568;19,95799255;anonymous;PL;;;;;;;;;;;;That your teammates will be devil’s advocates.;Yes;No;Very much increased;Did not disagree;Provided very similar;Positive;Very much want to;Male;55 - 64;Ph.D. or higher;7 or more years;Executive;Decision-making-as-a-Play;Low
05.06.2020 10:08;05.06.2020 10:14;IP Address;89.64.69.199;100;395;True;05.06.2020 10:14;R_sOmVJ4X3TZsgjOF;;;;;52,2467041;21,00050354;anonymous;PL;;;;;;;;;;;;;Yes;No;Very much increased;Did not disagree;Provided the same;Strongly positive;Very much want to;Male;18 - 24;Master's degree;0-2 years;Regular employee, specialist, or other operational roles;No-Resolution-Strategy;Low
05.06.2020 12:33;05.06.2020 12:51;IP Address;5.173.73.75;100;1069;True;05.06.2020 12:51;R_sBZlkE5KqaL3PTX;;;;;50,06190491;19,98330688;anonymous;PL;;;;;;;;;;;;That your teammates will be devil’s advocates.;Yes;No;Increased;Did not disagree;Provided very similar;Neutral;Want a little bit to;Male;18 - 24;Master's degree;0-2 years;Regular employee, specialist, or other operational roles;Decision-making-as-a-Play;Low
05.06.2020 17:31;05.06.2020 17:37;IP Address;31.0.123.165;100;381;True;05.06.2020 17:38;R_yDyjnVKjt5DPy3T;;;;;52,23939514;21,03619385;anonymous;PL;;;;;;;;;;;;That your teammates will be devil’s advocates.;Yes;No;Very much increased;Did not disagree;Provided somewhat similar;Positive;Want to;Female;25 - 34;Bachelor's degree;3-5 years;Regular employee, specialist, or other operational roles;Decision-making-as-a-Play;Low
05.06.2020 17:32;05.06.2020 17:39;IP Address;89.64.66.21;100;455;True;05.06.2020 17:39;R_3nAXDmgDdDGeWdl;;;;;52,24920654;21,00030518;anonymous;PL;;;;;;;;;;;That teammates’ critique will make you feel some discomfort.;;Yes;No;Increased;Did not disagree;Provided very similar;Positive;Want to;Female;25 - 34;Master's degree;0-2 years;Regular employee, specialist, or other operational roles;Cognitive-Understanding-of-the-Paradox;Low
05.06.2020 17:31;05.06.2020 17:44;IP Address;188.146.138.124;100;777;True;05.06.2020 17:44;R_1QsDUGVse1fKOda;;;;;52,35929871;16,52259827;anonymous;PL;;;;;;;;;;;;;Yes;No;Very much increased;Did not disagree;Provided the same;Strongly positive;Want to;Female;18 - 24;Master's degree;0-2 years;Regular employee, specialist, or other operational roles;No-Resolution-Strategy;Low
05.06.2020 17:45;05.06.2020 17:48;IP Address;77.87.0.1;100;201;True;05.06.2020 17:48;R_2SAoFKYiHqaPYkt;;;;;50,28770447;21,44490051;anonymous;PL;;;;;;;;;;;;That your teammates will be devil’s advocates.;Yes;Yes;Increased;Somewhat disagreed;Provided the same;Strongly negative;May or may not;Female;18 - 24;Secondary or post-secondary education;I do not have any professional experience;;Decision-making-as-a-Play;Low
05.06.2020 17:47;05.06.2020 17:53;IP Address;89.64.69.210;100;366;True;05.06.2020 17:53;R_3HH2l2GBYGDP5EK;;;;;52,2467041;21,00050354;anonymous;PL;;;;;;;;;;;;;Yes;No;Increased;Did not disagree;Provided the same;Positive;Want to;Female;18 - 24;Master's degree;0-2 years;Regular employee, specialist, or other operational roles;No-Resolution-Strategy;Low
05.06.2020 17:47;05.06.2020 18:00;IP Address;89.231.210.210;100;794;True;05.06.2020 18:00;R_2fm5nN96gJfu33S;;;;;50,04499817;21,39959717;anonymous;PL;;;;;;;;;;;That teammates’ critique will make you feel some discomfort.;;Yes;No;Increased;Did not disagree;Provided the same;Positive;May or may not;Female;18 - 24;Master's degree;I do not have any professional experience;;Cognitive-Understanding-of-the-Paradox;Low
05.06.2020 18:03;05.06.2020 18:19;IP Address;89.231.210.210;100;950;True;05.06.2020 18:19;R_3rPwlIEEnfO0Dvd;;;;;50,04499817;21,39959717;anonymous;PL;;;;;;;;;;;That teammates’ critique will make you feel some discomfort.;;Yes;No;Increased;Did not disagree;Provided the same;Positive;Want a little bit to;Female;18 - 24;Secondary or post-secondary education;I do not have any professional experience;;Cognitive-Understanding-of-the-Paradox;Low
05.06.2020 19:54;05.06.2020 20:03;IP Address;31.0.120.0;100;552;True;05.06.2020 20:03;R_3QLWOgl0OtPoa99;;;;;52,23939514;21,03619385;anonymous;PL;;;;;;;;;;;That teammates’ critique will make you feel some discomfort.;;Yes;No;Very much increased;Did not disagree;Provided very similar;Strongly positive;Want to;Female;18 - 24;Master's degree;I do not have any professional experience;;Cognitive-Understanding-of-the-Paradox;Low
05.06.2020 20:15;05.06.2020 20:18;IP Address;83.6.107.73;100;193;True;05.06.2020 20:18;R_3CQrMHdVPxlWuux;;;;;52,21820068;20,9940033;anonymous;PL;;;;;;;;;;;;That you should start as soon as you can.;No;Yes;Decreased;Very much disagreed;Provided a bit different;Neutral;Want a little bit to;Female;Under 18;Primary education;I do not have any professional experience;;Decision-making-as-a-Play;Low
05.06.2020 21:16;05.06.2020 21:36;IP Address;89.64.6.46;100;1207;True;05.06.2020 21:36;R_2Ugd79Vi0tMsBNo;;;;;52,24920654;21,00030518;anonymous;PL;;;;;;;;;;;That teammates’ critique will make you feel some discomfort.;;Yes;No;Very much increased;Did not disagree;Provided the same;Strongly positive;Want to;Female;25 - 34;Master's degree;0-2 years;Regular employee, specialist, or other operational roles;Cognitive-Understanding-of-the-Paradox;Low
05.06.2020 21:41;05.06.2020 21:45;IP Address;37.30.55.1;100;220;True;05.06.2020 21:45;R_3JsJXgenqQmghNs;;;;;52,24920654;21,00030518;anonymous;PL;;;;;;;;;;;;That your teammates will be devil’s advocates.;No;No;Did not change;Disagreed;Provided somewhat similar;Neutral;Want a little bit to;Female;18 - 24;Master's degree;0-2 years;Regular employee, specialist, or other operational roles;Decision-making-as-a-Play;Low
05.06.2020 20:36;06.06.2020 00:45;IP Address;188.146.103.85;100;14966;True;06.06.2020 00:45;R_3PdfQM4puoFfipn;;;;;52,24879456;21,00239563;anonymous;PL;;;;;;;;;;;;;Yes;No;Increased;Did not disagree;Provided somewhat similar;Neutral;Want to;Male;18 - 24;Master's degree;0-2 years;Regular employee, specialist, or other operational roles;No-Resolution-Strategy;Low
06.06.2020 00:50;06.06.2020 00:58;IP Address;89.231.158.93;100;512;True;06.06.2020 00:58;R_3dLc7Eg2AjqKdIb;;;;;50,28770447;21,44490051;anonymous;PL;;;;;;;;;;;That teammates’ critique will make you feel some discomfort.;;Yes;No;Increased;Did not disagree;Provided the same;Positive;Don’t want to;Female;18 - 24;Master's degree;0-2 years;Regular employee, specialist, or other operational roles;Cognitive-Understanding-of-the-Paradox;Low
06.06.2020 10:01;06.06.2020 10:06;IP Address;88.156.139.135;100;290;True;06.06.2020 10:06;R_UYC7RoyYr42WLWp;;;;;52,24920654;21,00030518;anonymous;PL;;;;;;;;;;;;;Yes;No;Very much increased;Did not disagree;Provided the same;Strongly positive;Very much want to;Female;18 - 24;Bachelor's degree;3-5 years;Regular employee, specialist, or other operational roles;No-Resolution-Strategy;Low
06.06.2020 15:27;06.06.2020 15:28;IP Address;178.235.185.6;100;81;True;06.06.2020 15:28;R_3gSZKJRqNAS0cCX;;;;;51,39889526;21,15679932;anonymous;PL;;;;;;;;;;;;That previous entrepreneurship booth failed to achieve its goal.;No;Yes;Decreased;Disagreed a little bit;Provided very similar;Negative;Want to;Male;18 - 24;Master's degree;0-2 years;Regular employee, specialist, or other operational roles;Decision-making-as-a-Play;Low
06.06.2020 22:17;06.06.2020 22:50;IP Address;31.2.104.128;100;1954;True;06.06.2020 22:50;R_1rHZv31hnmG4385;;;;;51,37390137;19,81660461;anonymous;PL;;;;;;;;;;;;That your teammates will be devil’s advocates.;Yes;No;Very much increased;Did not disagree;Provided the same;Strongly positive;Want to;Male;25 - 34;Master's degree;3-5 years;Regular employee, specialist, or other operational roles;Decision-making-as-a-Play;Low
07.06.2020 07:20;07.06.2020 07:30;IP Address;5.173.211.27;100;616;True;07.06.2020 07:31;R_24kpY4SJ3aVT7Ne;;;;;52,24920654;21,00030518;anonymous;PL;;;;;;;;;;;;That your teammates will be devil’s advocates.;Yes;No;Very much increased;Did not disagree;Provided very similar;Positive;Want to;Male;25 - 34;Master's degree;3-5 years;Regular employee, specialist, or other operational roles;Decision-making-as-a-Play;Low
07.06.2020 07:41;07.06.2020 07:57;IP Address;88.156.137.17;100;959;True;07.06.2020 07:57;R_d0uN8Zg02vnf9YJ;;;;;52,2881012;20,96710205;anonymous;EN;;;;;;;;;;;;That you should start as soon as you can.;Yes;No;Did not change;Did not disagree;Provided very similar;Positive;Want to;Female;18 - 24;Master's degree;0-2 years;Regular employee, specialist, or other operational roles;Decision-making-as-a-Play;Low
07.06.2020 15:52;07.06.2020 16:01;IP Address;31.182.171.124;100;537;True;07.06.2020 16:01;R_3nT8eREUWzIXKl2;;;;;51,74479675;19,46270752;anonymous;PL;;;;;;;;;;;;That your teammates will be devil’s advocates.;Yes;No;Very much increased;Did not disagree;Provided the same;Strongly positive;Want to;Female;25 - 34;Master's degree;0-2 years;Regular employee, specialist, or other operational roles;Decision-making-as-a-Play;Low
07.06.2020 15:55;07.06.2020 16:27;IP Address;89.230.70.192;100;1889;True;07.06.2020 16:27;R_3CTPccQmfCsRoxf;;;;;50,02180481;22,00019836;anonymous;PL;;;;;;;;;;;;That your teammates will be devil’s advocates.;Yes;No;Increased;Did not disagree;Provided the same;Strongly positive;Want to;Female;25 - 34;Master's degree;3-5 years;Regular employee, specialist, or other operational roles;Decision-making-as-a-Play;Low
07.06.2020 16:41;07.06.2020 16:49;IP Address;31.0.66.48;100;452;True;07.06.2020 16:49;R_0NxjuztK6om8NJD;;;;;53,12710571;17,83920288;anonymous;PL;;;;;;;;;;;;;Yes;No;Very much increased;Did not disagree;Provided the same;Strongly positive;Want to;Female;25 - 34;Master's degree;3-5 years;Regular employee, specialist, or other operational roles;No-Resolution-Strategy;Low
08.06.2020 03:06;08.06.2020 03:14;IP Address;174.229.15.88;100;454;True;08.06.2020 03:14;R_czLKJ6VFi6Qyzip;;;;;40,52090454;-80,04049683;anonymous;EN;;;;;;;;;;;;That your teammates will be devil’s advocates.;Yes;No;Very much increased;Did not disagree;Provided the same;Negative;May or may not;Female;35 - 44;Ph.D. or higher;7 or more years;Manager;Decision-making-as-a-Play;Low
01.06.2020 18:22;01.06.2020 18:23;IP Address;91.210.20.3;52;56;False;08.06.2020 18:23;R_3lE9z68qcGZi1wc;;;;;;;anonymous;PL;;;;;;;;;;;;;;;;;;;;;;;;;Cognitive-Understanding-of-the-Paradox;Low
01.06.2020 18:24;01.06.2020 18:24;IP Address;213.125.221.34;2;7;False;08.06.2020 18:24;R_3lXMQ7Ar93aCkzl;;;;;;;anonymous;EN;;;;;;;;;;;;;;;;;;;;;;;;;;Low
01.06.2020 18:24;01.06.2020 18:26;IP Address;109.241.82.111;55;93;False;08.06.2020 18:26;R_rl40cHTyEhyMzyF;;;;;;;anonymous;PL;;;;;;;;;;;;;;;;;;;;;;;;;No-Resolution-Strategy;Low
01.06.2020 18:26;01.06.2020 18:27;IP Address;95.49.152.252;2;22;False;08.06.2020 18:27;R_301qzWgdYp0N7dF;;;;;;;anonymous;PL;;;;;;;;;;;;;;;;;;;;;;;;;;Low
01.06.2020 18:28;01.06.2020 18:29;IP Address;195.191.163.144;45;18;False;08.06.2020 18:29;R_1OUmj1z7evHPY6r;;;;;;;anonymous;PL;;;;;;;;;;;;;;;;;;;;;;;;;Decision-making-as-a-Play;Low
01.06.2020 18:32;01.06.2020 18:32;IP Address;89.68.184.53;52;30;False;08.06.2020 18:32;R_2yegMwzMKZ6L3xn;;;;;;;anonymous;PL;;;;;;;;;;;;;;;;;;;;;;;;;Decision-making-as-a-Play;Low
08.06.2020 18:25;08.06.2020 18:37;IP Address;83.68.83.33;100;748;True;08.06.2020 18:37;R_332nHV8R2F83zNC;;;;;50,28770447;21,44490051;anonymous;PL;;;;;;;;;;;;That your teammates will be devil’s advocates.;Yes;No;Very much increased;Did not disagree;Provided very similar;Strongly positive;Want to;Female;18 - 24;Master's degree;0-2 years;Regular employee, specialist, or other operational roles;Decision-making-as-a-Play;Low
01.06.2020 18:39;01.06.2020 18:39;IP Address;46.254.79.127;2;20;False;08.06.2020 18:39;R_3ey2PicVr3nB9JO;;;;;;;anonymous;PL;;;;;;;;;;;;;;;;;;;;;;;;;;Low
01.06.2020 18:41;01.06.2020 18:41;IP Address;87.205.146.244;2;8;False;08.06.2020 18:42;R_z1JjrXkU8462XYJ;;;;;;;anonymous;PL;;;;;;;;;;;;;;;;;;;;;;;;;;Low
01.06.2020 18:40;01.06.2020 18:43;IP Address;89.65.125.3;2;162;False;08.06.2020 18:43;R_0kWBV8ZtIBw0iSR;;;;;;;anonymous;EN;;;;;;;;;;;;;;;;;;;;;;;;;;Low
01.06.2020 18:44;01.06.2020 18:46;IP Address;37.47.12.182;55;107;False;08.06.2020 18:46;R_3pnEzH9NJaa9Rb6;;;;;;;anonymous;PL;;;;;;;;;;;;;;;;;;;;;;;;;No-Resolution-Strategy;Low
01.06.2020 18:47;01.06.2020 18:47;IP Address;109.38.139.161;2;15;False;08.06.2020 18:47;R_3EuK7wSRbOvBJEE;;;;;;;anonymous;EN;;;;;;;;;;;;;;;;;;;;;;;;;;Low
01.06.2020 18:52;01.06.2020 18:52;IP Address;83.28.84.103;52;28;False;08.06.2020 18:52;R_10GH3I2AdBgzhQ0;;;;;;;anonymous;PL;;;;;;;;;;;;;;;;;;;;;;;;;No-Resolution-Strategy;Low
01.06.2020 19:00;01.06.2020 19:02;IP Address;84.10.171.141;52;98;False;08.06.2020 19:03;R_r9FeaMdBRvyQ34d;;;;;;;anonymous;PL;;;;;;;;;;;;;;;;;;;;;;;;;Decision-making-as-a-Play;Low
01.06.2020 19:07;01.06.2020 19:07;IP Address;185.67.71.142;55;14;False;08.06.2020 19:07;R_3IXLQxol6a7gzpX;;;;;;;anonymous;PL;;;;;;;;;;;;;;;;;;;;;;;;;No-Resolution-Strategy;Low
01.06.2020 19:07;01.06.2020 19:08;IP Address;76.191.19.20;52;82;False;08.06.2020 19:08;R_BDpOvPjwZdkkpfH;;;;;;;anonymous;EN;;;;;;;;;;;;;;;;;;;;;;;;;Decision-making-as-a-Play;Low
01.06.2020 18:51;01.06.2020 19:09;IP Address;176.221.121.23;2;1109;False;08.06.2020 19:09;R_2DP27nJw1PkmbOV;;;;;;;anonymous;PL;;;;;;;;;;;;;;;;;;;;;;;;;;Low
01.06.2020 19:13;01.06.2020 19:14;IP Address;37.47.50.175;45;14;False;08.06.2020 19:14;R_30i4JY9sPH4N26i;;;;;;;anonymous;PL;;;;;;;;;;;;;;;;;;;;;;;;;Decision-making-as-a-Play;Low
01.06.2020 19:15;01.06.2020 19:18;IP Address;87.207.168.13;55;146;False;08.06.2020 19:18;R_AMM4lHSp64MZBpT;;;;;;;anonymous;PL;;;;;;;;;;;;;;;;;;;;;;;;;No-Resolution-Strategy;Low
01.06.2020 19:19;01.06.2020 19:21;IP Address;176.221.121.108;45;78;False;08.06.2020 19:21;R_3I9rfnzih2deLod;;;;;;;anonymous;PL;;;;;;;;;;;;;;;;;;;;;;;;;Cognitive-Understanding-of-the-Paradox;Low
01.06.2020 19:22;01.06.2020 19:23;IP Address;37.47.122.207;88;77;False;08.06.2020 19:23;R_23e5RsLnWt7OkUj;;;;;;;anonymous;PL;;;;;;;;;;;;That previous entrepreneurship booth failed to achieve its goal.;No;Yes;Decreased;Disagreed;Provided very similar;Positive;May or may not;;;;;;Decision-making-as-a-Play;Low
01.06.2020 19:37;01.06.2020 19:37;IP Address;95.91.227.174;55;32;False;08.06.2020 19:38;R_1N5136G32XrwKM7;;;;;;;anonymous;PL;;;;;;;;;;;;;;;;;;;;;;;;;No-Resolution-Strategy;Low
01.06.2020 19:33;01.06.2020 19:38;IP Address;83.20.225.196;55;268;False;08.06.2020 19:38;R_Xu33RkY5VuGiWel;;;;;;;anonymous;PL;;;;;;;;;;;;That your teammates will be devil’s advocates.;;;;;;;;;;;;;Decision-making-as-a-Play;Low
01.06.2020 19:48;01.06.2020 19:49;IP Address;89.230.80.133;52;78;False;08.06.2020 19:49;R_3NUGrw43Sw740G1;;;;;;;anonymous;PL;;;;;;;;;;;;;;;;;;;;;;;;;Decision-making-as-a-Play;Low
01.06.2020 20:10;01.06.2020 20:12;IP Address;185.67.70.45;55;164;False;08.06.2020 20:13;R_2Xo3Gox6lq1ZXwc;;;;;;;anonymous;PL;;;;;;;;;;;;That your teammates will be devil’s advocates.;;;;;;;;;;;;;Decision-making-as-a-Play;Low
09.06.2020 10:03;09.06.2020 10:14;IP Address;89.64.67.69;100;660;True;09.06.2020 10:14;R_vfvPyqnDOknndx7;;;;;52,24920654;21,00030518;anonymous;PL;;;;;;;;;;;;That your teammates will be devil’s advocates.;Yes;No;Increased;Disagreed a little bit;Provided very similar;Strongly positive;Want to;Male;18 - 24;Bachelor's degree;0-2 years;Regular employee, specialist, or other operational roles;Decision-making-as-a-Play;Low
10.06.2020 12:56;10.06.2020 13:04;IP Address;5.173.189.133;100;465;True;10.06.2020 13:04;R_XM2g8YAhbNMrHmF;;;;;52,24920654;21,00030518;anonymous;PL;;;;;;;;;;;;;Yes;No;Did not change;Disagreed a little bit;Provided somewhat similar;Negative;Want a little bit to;Female;25 - 34;Master's degree;0-2 years;Regular employee, specialist, or other operational roles;No-Resolution-Strategy;Low
10.06.2020 13:01;10.06.2020 13:12;IP Address;176.111.25.128;100;619;True;10.06.2020 13:12;R_Oj5knZonE55N0QN;;;;;49,3506012;20,90359497;anonymous;PL;;;;;;;;;;;That teammates’ critique will make you feel some discomfort.;;Yes;No;Increased;Did not disagree;Provided the same;Strongly positive;Very much want to;Female;25 - 34;Master's degree;0-2 years;Regular employee, specialist, or other operational roles;Cognitive-Understanding-of-the-Paradox;Low
10.06.2020 13:12;10.06.2020 13:27;IP Address;93.180.170.16;100;859;True;10.06.2020 13:27;R_YSuTqW2TfqzQheV;;;;;50,11210632;19,92779541;anonymous;PL;;;;;;;;;;;;;Yes;No;Did not change;Did not disagree;Provided very similar;Positive;Want to;Male;45 - 54;Master's degree;7 or more years;Manager;No-Resolution-Strategy;Low
10.06.2020 13:26;10.06.2020 13:39;IP Address;95.91.227.174;100;784;True;10.06.2020 13:39;R_25EMrk1IVpMI46g;;;;;53,58670044;10,04730225;anonymous;PL;;;;;;;;;;;;That your teammates will be devil’s advocates.;Yes;No;Increased;Did not disagree;Provided somewhat similar;Positive;Want to;Female;25 - 34;Master's degree;0-2 years;Regular employee, specialist, or other operational roles;Decision-making-as-a-Play;Low
10.06.2020 14:24;10.06.2020 14:35;IP Address;37.30.52.205;100;651;True;10.06.2020 14:35;R_1DIpuKw9ik0wIYN;;;;;52,26719666;20,98899841;anonymous;PL;;;;;;;;;;;;That you should start as soon as you can.;Yes;No;Increased;Did not disagree;Provided the same;Positive;Want to;Female;25 - 34;Master's degree;0-2 years;Regular employee, specialist, or other operational roles;Decision-making-as-a-Play;Low
10.06.2020 15:05;10.06.2020 15:07;IP Address;37.30.48.143;100;155;True;10.06.2020 15:07;R_vj0rrnRjCDch30d;;;;;52,20880127;21,0052948;anonymous;PL;;;;;;;;;;;;;Yes;Yes;Very much deceased;Did not disagree;Provided the same;Strongly negative;Don’t want to;Female;35 - 44;Master's degree;7 or more years;Executive;No-Resolution-Strategy;Low
10.06.2020 14:56;10.06.2020 15:08;IP Address;46.134.182.63;100;705;True;10.06.2020 15:08;R_2sWTbN2mlqNCC4K;;;;;50,25300598;19,0184021;anonymous;PL;;;;;;;;;;;That teammates’ critique will make you feel some discomfort.;;Yes;No;Increased;Did not disagree;Provided very similar;Positive;Want to;Female;18 - 24;Secondary or post-secondary education;0-2 years;Regular employee, specialist, or other operational roles;Cognitive-Understanding-of-the-Paradox;Low
10.06.2020 16:19;10.06.2020 16:26;IP Address;37.153.255.2;100;409;True;10.06.2020 16:26;R_3HFglNpPAycoJND;;;;;52,24589539;5,369094849;anonymous;PL;;;;;;;;;;;;That your teammates will be devil’s advocates.;Yes;No;Very much increased;Did not disagree;Provided very similar;Strongly positive;Very much want to;Female;25 - 34;Master's degree;3-5 years;Regular employee, specialist, or other operational roles;Decision-making-as-a-Play;Low
10.06.2020 16:57;10.06.2020 17:05;IP Address;5.60.228.205;100;459;True;10.06.2020 17:05;R_2QlzGqBVKhF5hGV;;;;;49,74349976;21,47169495;anonymous;PL;;;;;;;;;;;That previous entrepreneurship booth failed to achieve its goal.;;No;No;Did not change;Disagreed;Provided the same;Negative;Want to;Female;25 - 34;Secondary or post-secondary education;I do not have any professional experience;;Cognitive-Understanding-of-the-Paradox;Low
10.06.2020 21:23;10.06.2020 21:34;IP Address;5.173.168.215;100;661;True;10.06.2020 21:34;R_2ZDH23McbhwHAsn;;;;;52,24920654;21,00030518;anonymous;PL;;;;;;;;;;;;That your teammates will be devil’s advocates.;Yes;No;Increased;Did not disagree;Provided very similar;Positive;Want to;Female;25 - 34;Master's degree;0-2 years;Regular employee, specialist, or other operational roles;Decision-making-as-a-Play;Low
11.06.2020 14:37;11.06.2020 14:43;IP Address;5.173.29.214;100;371;True;11.06.2020 14:43;R_1QsE8uPs0QNuRqg;;;;;53,02670288;18,7559967;anonymous;PL;;;;;;;;;;;;;Yes;No;Very much increased;Did not disagree;Provided the same;Strongly positive;Very much want to;Female;25 - 34;Master's degree;0-2 years;Regular employee, specialist, or other operational roles;No-Resolution-Strategy;Low
11.06.2020 21:21;11.06.2020 21:26;IP Address;83.28.212.226;100;314;True;11.06.2020 21:26;R_3kk3A3lU8x2Iacw;;;;;52,24920654;21,00030518;anonymous;PL;;;;;;;;;;;That you should start as soon as you can.;;Yes;No;Increased;Did not disagree;Provided very similar;Positive;Want to;Male;25 - 34;Master's degree;0-2 years;Regular employee, specialist, or other operational roles;Cognitive-Understanding-of-the-Paradox;Low
10.06.2020 14:02;12.06.2020 19:47;IP Address;178.43.63.233;100;193489;True;12.06.2020 19:47;R_3e9832BoKRsnnFO;;;;;51,7736969;19,47669983;anonymous;PL;;;;;;;;;;;;That you should start as soon as you can.;Yes;No;Very much increased;Did not disagree;Provided the same;Strongly positive;Very much want to;Male;25 - 34;Secondary or post-secondary education;3-5 years;Regular employee, specialist, or other operational roles;Decision-making-as-a-Play;Low
14.06.2020 19:57;14.06.2020 20:12;IP Address;213.127.125.191;100;878;True;14.06.2020 20:12;R_2cvCvyW8EADyBUD;;;;;51,94859314;4,558807373;anonymous;PL;;;;;;;;;;;;;Yes;No;Increased;Did not disagree;Provided the same;Positive;Want a little bit to;Female;25 - 34;Master's degree;3-5 years;Regular employee, specialist, or other operational roles;No-Resolution-Strategy;Low
01.06.2020 18:24;01.06.2020 18:36;IP Address;77.115.197.234;100;718;True;01.06.2020 18:36;R_3rMc3A3b9UvuYz9;;;;;50,08839417;19,9066925;anonymous;PL;;;;;;;;;;;That teammates’ critique will make you feel some discomfort.;;Yes;No;Decreased;Disagreed;Provided a bit different;Positive;Want to;Male;18 - 24;Bachelor's degree;3-5 years;Regular employee, specialist, or other operational roles;Cognitive-Understanding-of-the-Paradox;High
01.06.2020 18:29;01.06.2020 18:37;IP Address;83.6.209.175;100;439;True;01.06.2020 18:37;R_xi04nPSQdzdFpM5;;;;;52,14590454;20,9559021;anonymous;PL;;;;;;;;;;;;;Yes;No;Decreased;Somewhat disagreed;Provided a very different;Neutral;Want a little bit to;Male;25 - 34;Master's degree;3-5 years;Regular employee, specialist, or other operational roles;No-Resolution-Strategy;High
01.06.2020 18:32;01.06.2020 18:39;IP Address;31.60.159.71;100;470;True;01.06.2020 18:39;R_2y2bomkX9F2Msim;;;;;51,7736969;19,47669983;anonymous;PL;;;;;;;;;;;;That your teammates will be devil’s advocates.;Yes;No;Did not change;Somewhat disagreed;Provided a very different;Neutral;Very much want to;Female;18 - 24;Secondary or post-secondary education;I do not have any professional experience;;Decision-making-as-a-Play;High
01.06.2020 18:39;01.06.2020 18:47;IP Address;92.110.1.123;100;444;True;01.06.2020 18:47;R_RQqGjqWnRKYQrAJ;;;;;51,92979431;4,456207275;anonymous;EN;;;;;;;;;;;;;Yes;No;Decreased;Disagreed;Provided a bit different;Neutral;Want a little bit to;Male;25 - 34;Bachelor's degree;0-2 years;Regular employee, specialist, or other operational roles;No-Resolution-Strategy;High
01.06.2020 18:46;01.06.2020 18:49;IP Address;217.121.45.20;100;198;True;01.06.2020 18:49;R_1KlNmeamYWa7Od4;;;;;52,78540039;6,117492676;anonymous;EN;;;;;;;;;;;That you should start as soon as you can.;;No;No;Very much increased;Disagreed a little bit;Provided very similar;Negative;May or may not;Male;18 - 24;Master's degree;I do not have any professional experience;;Cognitive-Understanding-of-the-Paradox;High
01.06.2020 18:45;01.06.2020 18:53;IP Address;77.61.33.93;100;464;True;01.06.2020 18:53;R_1l3J3u7pOmPPkLR;;;;;51,86120605;4,365707397;anonymous;EN;;;;;;;;;;;;That previous entrepreneurship booth failed to achieve its goal.;Yes;No;Very much deceased;Did not disagree;Provided a very different;Negative;May or may not;Male;18 - 24;Master's degree;0-2 years;Regular employee, specialist, or other operational roles;Decision-making-as-a-Play;High
01.06.2020 18:43;01.06.2020 18:54;IP Address;83.28.238.102;100;705;True;01.06.2020 18:54;R_2WHe326qMACR9T1;;;;;52,24920654;21,00030518;anonymous;PL;;;;;;;;;;;That teammates’ critique will make you feel some discomfort.;;Yes;No;Very much deceased;Very much disagreed;Provided a bit different;Negative;May or may not;Female;25 - 34;Master's degree;5-7 years;Regular employee, specialist, or other operational roles;Cognitive-Understanding-of-the-Paradox;High
01.06.2020 18:48;01.06.2020 18:58;IP Address;193.30.1.15;100;625;True;01.06.2020 18:58;R_1IzPvexAgrobubU;;;;;52,19970703;20,86849976;anonymous;PL;;;;;;;;;;;;That your teammates will be devil’s advocates.;Yes;No;Decreased;Very much disagreed;Provided a bit different;Negative;May or may not;Female;18 - 24;Bachelor's degree;0-2 years;Manager;Decision-making-as-a-Play;High
01.06.2020 18:49;01.06.2020 18:59;IP Address;5.173.165.54;100;559;True;01.06.2020 18:59;R_3P5BfoYKlg4mDTP;;;;;51,74459839;19,46260071;anonymous;PL;;;;;;;;;;;;;Yes;No;Decreased;Somewhat disagreed;Provided a bit different;Positive;Want to;Female;25 - 34;Master's degree;7 or more years;Regular employee, specialist, or other operational roles;No-Resolution-Strategy;High
